subject_idx,lamda,omega,v0
0,0.9049088388918985,0.03828806036086147,0.3288677646960751
0,0.9624251551107268,0.03890587914731191,0.3771339954375978
0,0.9501333844954133,0.04197184529703613,0.3579275791180296
0,0.9628453059079183,0.03987309999876967,0.3463355626854771
0,0.8787685939538162,0.038008473502706946,0.43159445593252843
0,0.9740160035899195,0.04088475559029658,0.3498414728003491
0,0.999999997492092,0.0386808715289449,0.21853882485094175
0,0.9380246863516363,0.039318981637986035,0.11814599570398328
0,0.9815050238825515,0.042306633226217916,0.4174156632184025
0,0.9811777676715419,0.045477080565731944,0.3370352675141647
1,0.9999999994620252,0.00489226831179751,0.9999483339972306
1,0.9999999973276407,0.007516815514385886,0.9999909555147498
1,0.9999434413753276,0.008020444339059674,0.9999999999999416
1,0.9628570004271352,0.008219398270214421,0.9999999964582641
1,0.9999462561825119,0.007668356483959321,0.9999999999998219
1,0.909313214639029,0.006261363874312892,0.9999999989027989
1,0.9999999972991109,0.004989437819200401,0.9999584555221271
1,0.9999422860196404,0.00482602812153768,0.9999999999999546
1,0.9999999999795213,0.004000275701973953,0.9999339875669606
1,0.9999638176575701,0.0066396715585177995,0.9999999999998236
2,0.9999647716791427,0.040455622714734144,0.08076519409262971
2,0.9999999959073534,0.03914981365711227,0.1304593723918367
2,0.9999999973118009,0.04195119949570867,0.1382283776456998
2,0.9999999992069879,0.04226725937307207,0.15545901089011774
2,0.9999999979277528,0.04519615185431037,0.19471993827337059
2,0.9999999974171473,0.0419662632428846,0.17981567364688478
2,0.9999999993647191,0.04108185762558015,0.16725575941901735
2,0.9999999986669864,0.041015080834457714,0.197585672174513
2,0.999988665963553,0.044335839445093526,0.20927502368141074
2,0.9999999982951905,0.04324472048759278,0.2746418330455444
3,0.9910281532995737,0.06104857227143235,0.9999338964102212
3,0.9995417638409846,0.060660464248267695,0.72408462050346
3,0.9990660308402408,0.06347824662033619,0.58234276464917
3,0.9854565495210917,0.055688916528404846,0.8168966864391718
3,0.999999997397579,0.05613779290500984,0.25089536458498973
3,0.9841232186609601,0.0484790799418025,0.3801978650557914
3,0.9927185452256301,0.055877726960106414,0.999999999603891
3,0.9665615915362185,0.056555151178437006,0.6318324583251372
3,0.9696581330890004,0.05642799257143635,0.6196092163332588
3,0.9131140038251493,0.055564144088743606,0.29465503515925
4,0.5157771067065344,0.012201764138986904,0.27572289151629253
4,0.5168806656757918,0.012274083285951472,0.24850550372238522
4,0.528571208691928,0.013155617496424844,0.24036588948996868
4,0.47812505917699505,0.00975164942342472,0.3022884179011085
4,0.5278557719009791,0.013795345720870869,0.19334441784760537
4,0.5530023815555395,0.014872528585164732,0.4451584332511448
4,0.5947339013213275,0.013730731127896852,0.12155904997517154
4,0.5216121982760695,0.011148816379031689,0.22574861658219253
4,0.535138187941268,0.013526737103011128,0.20979401196370523
4,0.5867307387155594,0.012955182804887909,0.12286047609325143
5,0.9999999972991109,0.05604147032823006,0.9999407114921034
5,0.9999366693320756,0.06248757364438643,0.9999999972991109
5,0.9999999981254035,0.06194788208584544,0.999974464904828
5,0.9999581454318596,0.06186073819051671,0.999999997371229
5,0.9999561480984546,0.05234276328639864,0.9999338930386481
5,0.999939788578024,0.05412686866037969,0.9999999972991109
5,0.9999496987083424,0.048228927312374215,0.9999999973682101
5,0.999942912209444,0.05700964825324867,0.9999338930386481
5,0.9999933727412617,0.05996356111812675,0.9999999971497877
5,0.9999999983307587,0.06232081919812754,0.9999488170429741
6,0.9382073899713316,0.03561453312698071,0.9999999998027514
6,0.9455560094214154,0.03895986749290198,0.9982269326356158
6,0.9278955009280565,0.045420516987989074,0.9999999973142243
6,0.9830812594446515,0.036767531969226434,0.9950262875803163
6,0.9162736776432805,0.03505139977802093,0.999933975069826
6,0.8859147378457443,0.0332516771320258,0.9999338930386481
6,0.8656894709341452,0.037641168310041384,0.9999999983307587
6,0.9444004138313657,0.03548565094609302,0.9999999898574543
6,0.9322421623417091,0.035738544548124425,0.999999998339781
6,0.9727518313209343,0.036235760938315716,0.9999999973945625
7,0.9999999977337313,0.06998205256901006,0.9999692175367952
7,0.9999338930386481,0.07276663185535677,0.9999338930386481
7,0.9999999989782089,0.0664919596031225,0.9999745517580441
7,0.9999338930386481,0.06880651841998617,0.9999338930386481
7,0.9999999975120821,0.07467751656454713,0.999942448881106
7,0.9999517999771063,0.0669075182952332,0.9999338930386481
7,0.9999676229393599,0.07509899187975982,0.9999999970222583
7,0.9999999985072813,0.07379369321055339,0.9999364653493238
7,0.9999999970722059,0.07780539165854194,0.9999899038809826
7,0.9999999983307587,0.07785332551747062,0.999946464161743
8,0.9999700740201334,0.0003269526931474765,9.995982313366555e-13
8,0.9999338930386504,0.000289422070759192,0.0007664707696837202
8,0.9999999963542244,0.0004040536906705208,0.0011851017376450627
8,0.999933893038645,0.00032712679901932977,6.610696162424321e-05
8,0.9999999993719567,0.0002799821687570906,0.0012254990584773112
8,0.9999999983307587,0.00033551492957912334,0.0006954490441451319
8,0.025273091406584618,7.62164966767863e-05,0.012726968792513081
8,0.9999999978590492,0.000334200357635141,0.0005681379939852825
8,0.4276311690283243,0.00010449163304570121,0.15994568890790933
8,0.018000884707718264,0.00010546053191521409,0.007590433366252236
9,0.8644097885000013,0.045873546826049515,0.9999999967896713
9,0.9713275184497,0.04474750423779484,0.9999338930386481
9,0.999947871263335,0.041390989168853,0.9999999983307587
9,0.9999999982597567,0.043032260103332276,0.9999338930386481
9,0.999956401113314,0.0409404583418762,0.9999999983307587
9,0.9999999990306264,0.036890908189337046,0.9999535582349438
9,0.9999967831779096,0.04493452411349632,0.9999999973142243
9,0.9999551564073564,0.0447184736840866,0.9999999972991109
9,0.9999498300140881,0.04573888430757494,0.9999338930386481
9,0.6925973636586473,0.03712325170782664,0.9999339941583417
10,0.4645013701399637,0.020299069516506323,0.9999339055461756
10,0.3837698838882276,0.01312233532450816,0.9999999798377542
10,0.41018732353613174,0.016437044449379497,0.9999182910424232
10,0.42618640453342527,0.01609982894282166,0.9999338930386481
10,0.4628501180637709,0.017316680532907983,0.9999338930386481
10,0.3854917324097614,0.01667863091881042,0.9998820626629301
10,0.4483092935171332,0.017617296879117034,0.9999338930386481
10,0.49724024858030796,0.017175810849279403,0.9999338930386481
10,0.4430178562859323,0.018507918671212674,0.9999999961980296
10,0.4358274413092052,0.019605065225537822,0.9999994023670762
