subject_idx,T1,T2
0,0.7197562113396637,7.483538819771469
0,0.319928393296236,2.9667063955694637
0,0.7701153787191226,10.573454679147352
0,0.05617803161097808,7.215897479732458
0,0.5576280253869084,1.6269092323284404
0,0.3268731524148726,12.09802215232758
0,0.7701781388142543,3.4074670502592594
0,0.7421031315025549,4.994810349480648
0,0.12003121871722659,9.42446966212727
0,0.4726311067444826,2.91888035068901
1,0.5655932480214056,7.639988605455411
1,0.644603028397065,2.918850042999331
1,0.42264582888007834,7.639981259392735
1,0.9618083794229529,2.9188740619149973
1,0.5217653854021668,7.316359545605438
1,0.45028156604462555,12.360954618805438
1,0.7887424519628872,15.026605531092736
1,0.7747110251982006,6.2139830051935
1,1.2934367889169889,5.824164961170134
1,0.41497440664083163,3.6076770157209057
2,0.1168117173866611,3.132555119651722
2,0.2840071318059041,2.9977958301064884
2,0.050922094990360475,2.4408697194363373
2,0.0968572126932266,2.9946995788830466
2,0.08767376442021037,2.9928934546231827
2,0.07526563964206678,3.0901740639028854
2,0.06319944691030258,2.4514615215308413
2,0.08058833419674824,2.8483388355657375
2,0.14801870749691498,2.463866117739301
2,0.06351310209883798,5.292609629930442
3,0.05877220132548658,5.348599046883533
3,0.37592757333492105,1.5307578873217942
3,0.30272958311884207,17.082244828656876
3,0.4569082146425267,5.987931556729535
3,0.4793919138845559,5.14788652645564
3,0.11072347735445116,1.804093916967462
3,0.4868354674900143,1.532198747119494
3,0.08119137541999172,1.8191297751725295
3,0.1771677249392527,2.0629987352677603
3,0.4747081066960481,10.199921281145542
4,0.1760764155348815,14.60945577624382
4,0.13621086126654225,17.082125617398006
4,0.24675736716399416,12.36112134663858
4,0.188461921175765,14.363841923652402
4,0.2050113774426855,12.171006949926943
4,0.1363514804250165,15.278920650494802
4,0.18893238869194945,12.361099478264908
4,0.10955399301768096,12.36112134663858
4,0.10146060446369506,13.955948473663867
4,0.2740404535706917,8.978148109732867
5,0.1132506594607583,2.863132914121959
5,0.2048813316749844,2.9188806528932583
5,0.08578236974383856,2.0651438072121118
5,0.3352878677937538,7.377162941427033
5,0.05454399153856228,2.9188609746428686
5,0.1984991576988743,4.722178311140271
5,0.20964827820563492,4.282794522359704
5,0.11327106796106953,2.9188504558353836
5,0.09694153141115996,2.184427978284039
5,0.08451584345102897,3.158684860763086
6,0.29788915384126846,11.003370824849359
6,0.3046452872235831,3.552153304173779
6,0.26202696500734896,6.510298430088023
6,0.753564603224306,2.669306217974386
6,0.7539251235362028,1.804349723242957
6,0.3004663341891729,10.461709342574052
6,0.1167556813704308,2.52919305104512
6,0.3565190531223217,3.430365512759467
6,0.7412216135308197,4.722182154220285
6,0.5020373375403234,7.639976707922008
7,0.17464656858332667,1.7365296426122538
7,0.45494388586190515,1.5847647648681298
7,0.2600214134537218,7.639997864620287
7,0.32160864335234096,6.402635012557969
7,0.18844176984931055,1.515560441759446
7,0.19102887372694843,12.361121346638582
7,0.29648339896296755,1.3786488093026052
7,0.31633193900722095,6.17207962437538
7,0.25972629276814735,1.4813595930382504
7,0.21395494545667268,2.209924242761212
8,0.5353550635530104,12.361121346638582
8,1.1714141250790562,15.278936123611139
8,1.1927390778226354,15.278936123611139
8,1.7035171417395811,6.5254917926934635
8,1.2399364525816394,7.556125721749924
8,1.8182669681987034,12.361098457166365
8,1.2393961472105113,7.63997248877226
8,1.182557449248098,15.27893612361114
8,0.7698754052268081,12.361121346638582
8,1.2399418777061646,7.556125729344609
9,1.206813111337947,15.278917418968083
9,1.1823260711258197,13.673561256798397
9,0.1859056398734266,1.6801342941614748
9,0.202030209984078,4.355860989561313
9,0.14510383951769895,10.230088613508666
9,1.1438320932465427,11.895363934493322
9,1.239145795204014,7.639997864620287
9,0.1956051795010062,3.646088272114522
9,1.2126195934143755,15.278936123611139
9,0.23147228215820193,7.639896394839978
10,0.12073318540684536,14.660871795027802
10,0.4489045004669352,11.134652621761667
10,0.33711326888632315,15.278917257301991
10,0.4616053533363889,12.361112584438605
10,0.44513078280891993,12.36112134663858
10,0.33599473938073754,15.27894100916862
10,0.13271012017925674,15.278936123611139
10,0.31934413869667155,7.214294425812376
10,0.49808287927541983,4.722170963446347
10,0.14579805978679525,5.7181284991848536
