subject_idx,lr
0,0.056952692100902175
0,0.0585244927177119
0,0.06051523106182544
0,0.05905801222472113
0,0.05852381278084085
0,0.060288920397381596
0,0.058014641237599016
0,0.0566918957406119
0,0.06086249464055267
0,0.06243012823630025
1,0.031243666744651566
1,0.03509533480625812
1,0.03531097438403013
1,0.0350377362182892
1,0.03488441115334182
1,0.03352483720707758
1,0.03010671266861567
1,0.03015920847459221
1,0.028231423539687113
1,0.03372387507316624
2,0.06026096641952069
2,0.059198422429817564
2,0.06058838602435699
2,0.06117462659413929
2,0.0626251176419313
2,0.06115470088602988
2,0.059879441509326954
2,0.06059179564769144
2,0.062347342150464294
2,0.06152087297150161
3,0.06909358815292739
3,0.06716023432347874
3,0.06879700892643183
3,0.06664331498562151
3,0.06590511326490563
3,0.061970498806297986
3,0.06661919635264961
3,0.06684716619630865
3,0.06758348822934575
3,0.06613770545792366
4,0.03570945501107652
4,0.035967952295387934
4,0.03687974278676527
4,0.03215811285854853
4,0.037735915657911887
4,0.03910059209904945
4,0.037170560723040404
4,0.03399500778092564
4,0.037510702594270334
4,0.035996166208605844
5,0.06862350988387166
5,0.07127750286664118
5,0.07034138636267025
5,0.07140100924210949
5,0.06492653222820564
5,0.06771579100959627
5,0.06585159763264753
5,0.0693520503119688
5,0.06906865954627084
5,0.07075485729731237
6,0.056863001994123905
6,0.059310806964230654
6,0.062470943891949134
6,0.05586866569830321
6,0.055228456829891116
6,0.05493378721196295
6,0.05682584017515807
6,0.05463578656006176
6,0.056678411263376687
6,0.05562374317166309
7,0.07642098772981072
7,0.07707247124253486
7,0.07475040831552145
7,0.07408151983068165
7,0.0793334282160781
7,0.07387841833750113
7,0.079249373775742
7,0.07886769391306303
7,0.07956498290515825
7,0.08042223435094038
8,0.005184466645651469
8,0.005429636577802816
8,0.006462033633556956
8,0.0059449508380177525
8,0.005336421109232138
8,0.005544089821023965
8,0.005455351635558224
8,0.005373417387912257
8,0.004369871871256137
8,0.0056715632322764855
9,0.0611748133557857
9,0.06031944170190372
9,0.05802035280758598
9,0.059168699471351074
9,0.057877961215469426
9,0.055927539709936434
9,0.059604966383834744
9,0.05978814592771606
9,0.059834939425586146
9,0.05467881235071731
10,0.0445614798872112
10,0.03703973758287178
10,0.042020234531018004
10,0.04100752473014866
10,0.042084200595322176
10,0.04179653372607414
10,0.04174491843151144
10,0.04134713963861243
10,0.04310924164188178
10,0.044163429163610934
