,HMM_pc,changepoint_T1,changepoint_T2,delta_lr,p_hall_lr,p_hall_w,reduced_bayes_pc,reduced_bayes_lamda_pc,reduced_bayes_lamda,PID_kp,PID_ki,PID_kd,PID_lamda,mixed_delta_delta1,mixed_delta_delta2,mixed_delta_hrate,mixed_delta_nu_p,VKF_lamda,VKF_omega,VKF_v0,HGF_nu,HGF_kappa,HGF_omega
0,0.0065761596093782,0.2863038573804652,4.456265251191166,0.0592075162799921,0.0591229622597165,7.981859834522126e-13,0.0212211647365469,0.0242250417074409,0.263284661260327,-0.3347803183112906,0.25678811713932154,0.14469511518580683,0.9919916255971127,7.231733095907887,16.999943346148417,0.0018368206404232,4.5171166033143635,0.950768354909273,0.0402813922852647,0.3153562622937305,2.91818199456643,0.7741213466157864,-3.8750440363675738
1,0.0005077481580209,0.3043812624958984,7.095064380989645,0.0327576500940678,0.0327581150077958,2.6837664264911183e-14,0.0103324984663439,0.0120890175474708,0.7299548593257454,-0.10154565942317315,0.15017502093237756,0.006508494722243852,0.9905251694572536,7.871259647011807,16.99999999315677,0.0001192571835653,4.999961879399477,0.9999999974493028,0.0061386416819722,0.999933893038648,0.31781870948549,0.0100000030327825,-4.999971553582723
2,0.0030417110502991,0.3246717123032844,3.1377173854392826,0.0609422241969634,0.058386864942536,1.9821888168158055e-16,0.0195919884325821,0.0263170600860768,0.2694644466619788,-0.33609594111422897,0.257072023333359,0.17464633711565158,0.9904261077631039,7.26335130274214,16.999941236530624,0.0011530239749473,4.61137094677539,0.9999999979794156,0.0421408657994933,0.1656758887841026,0.0001000153708482,0.010061745895224,-3.8984541855526618
3,0.0067383389364456,0.1720128572962466,2.416201268755276,0.0666677207368151,0.0557484326850836,1.0889649139429045e-13,0.0214025833357035,0.0314137408639502,0.119540726091227,-0.21524240800885897,0.29391005669142256,0.015210238260161857,0.9944022008627127,7.999999999759417,14.11324993657761,0.0041949090700725,4.508949071740041,0.9843498886437468,0.056959054480172,0.6395242924504111,9.845412694711737,0.2263927399120506,-3.195607895557591
4,0.0001000039326802,0.3170802631695557,7.63999235029769,0.0362548732859592,0.0322496088707503,8.80520837026483e-14,0.0115744045238895,0.0145378898115366,0.588170155514746,-0.17083555203851655,0.14213286910860312,0.09205309517269195,0.9930407018746951,6.966385802330896,16.99999999589236,0.0001033968092722,4.999945555729599,0.5367186852740201,0.0127156023344527,0.2315704371986878,0.000100003503118,0.0100645554302811,-4.9999626227845
5,0.0022670802672173,0.0900633505000753,11.581956724466307,0.0689313210754949,0.0688897257498866,1.51885438461834e-14,0.0213472415275312,0.030800009578039,0.1868663948437515,-0.3294484858917572,0.3109908744176594,0.15585019797725314,0.9942190363868046,6.239549792553562,16.974817432924063,0.0005147123616579,3.1117800663584823,0.9999999976576944,0.0573946035725178,0.9999692589162376,0.0001000007477349,0.3966831655958339,-4.017622508616099
6,0.01323960117667,0.7552337398865265,1.804356017761266,0.0568018739645446,0.0520246168193779,1.2198195833378704e-05,0.0230488255337593,0.027714352750201,0.6347801132550763,-0.1737870727273269,0.25339264483207385,-0.04937343003677882,0.9871711101648016,7.185010607964183,16.99999395047261,0.0080003633551196,4.999999998071743,0.9235177301286028,0.0369603738443859,0.9999999958291196,0.0001000063758704,0.0100653433079745,-3.7573830767362577
7,0.0041014456423212,0.3010691839170597,1.120661127274256,0.0773741787727242,0.0747440639773159,4.246380705954257e-09,0.0235007762416864,0.032787575111414,3.250427406859034e-09,-0.5454646677979562,0.35388212569271776,0.18758144287480472,0.9999999977087397,2.0119867842113868,7.8175464138685,0.0001040259845606,1.4120536119813054,0.9999467000810678,0.0722216715101938,0.9999999972991108,9.99994039198622,0.3881463511376041,-4.587226856522985
8,0.0002847920085758,1.2399456079057822,7.556125732225156,0.0054505091598618,0.005450460829032,6.1671389773539906e-15,0.0014701237290319,0.0015434690555205,0.9999999975695628,0.1742436105826571,0.0222564765927719,-0.0929364152613103,0.9995386385086095,5.82037239214398,16.999999996209276,6.540274960622955e-05,4.999965577774031,0.99999999839247,0.0003125320860538,0.0005543980882885,6.439338129928807,0.5474644699210314,-3.6589686302398152
9,0.0026351311635539,0.2804424700037348,12.36112134663858,0.0587029507657963,0.0667126620307644,6.416026236051515e-09,0.0202378882640679,0.0279219888994732,2.288384990642477e-09,-0.37086708443633787,0.27962490533904194,0.17994322396011292,0.9992510029190763,4.938143821111255,13.47228505591394,4.878327698164533e-05,2.5309990105209335,0.9691863085214548,0.0424449215586752,0.9999999974058263,9.882642320294469,0.0385254912834039,-4.134359443941381
10,0.0008404110519083,0.1206072402608915,14.66087179859643,0.0419351629694031,0.0400334509910822,3.084781688685327e-09,0.0126441555394936,0.0195699408840673,3.1581997664811874e-14,-0.23107678244895977,0.1728621273499359,0.1300863597022746,0.9980771154861888,6.645307176240581,16.999973233655815,0.0001965268474682,4.999940059776623,0.4359977653653067,0.017583501673438,0.9999999977412308,9.999999221626176,0.0129079399571434,-4.818876132682469
